height,timestamp,nonce,miner,k_multiplier,approx,diff,precision_pct,resonance_strength,is_phi_resonant,birthday_modular_diff,birthday_substring_hits,birthday_resonant,birthday_echo_type
953428,1781300628,977945596,Unknown,716969,977946241.636815,645.636815,99.999934,0.053319,True,14714340,,False,none
953427,1781299976,95834537,Unknown,70260,95834691.510236,154.510236,99.999839,0.773446,False,2618609,,False,none
